,ID,Language,IdPredecessor,PersonNumber,PersonIdCode,Active,FirstName,LastName,GenderAsString,Canton,CantonName,CantonAbbreviation,Council,CouncilName,CouncilAbbreviation,ParlGroupNumber,ParlGroupName,ParlGroupAbbreviation,ParlGroupFunction,ParlGroupFunctionText,Party,PartyName,PartyAbbreviation,MilitaryRank,MilitaryRankText,MaritalStatus,MaritalStatusText,Nationality,BirthPlace_City,BirthPlace_Canton,Mandates,AdditionalMandate,AdditionalActivity,OfficialName,DateJoining,DateLeaving,DateElection,DateOath,DateResignation,Modified,NumberOfChildren,Citizenship,DateOfBirth,DateOfDeath
2453,2912,FR,,2912,,false,Charles Alfred,Petitpierre,m,24,Neuchâtel,NE,1,Conseil national,CN,125,Gauche,LG,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1878-12-02T00:00:00,1880-08-01T00:00:00,1878-12-02T00:00:00,1878-12-02T00:00:00,1880-08-01T00:00:00,2015-05-17T21:18:19.387,,"Neuchâtel (NE),Couvet (NE)",1831-01-14T00:00:00,1903-01-23T00:00:00
2454,2913,FR,,2913,,false,Gonzalve A. H.,Petitpierre,m,24,Neuchâtel,NE,2,Conseil des Etats,CE,125,Gauche,LG,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1848-11-06T00:00:00,1853-07-01T00:00:00,1848-11-06T00:00:00,1848-11-06T00:00:00,1853-07-01T00:00:00,2015-05-17T21:18:19.387,,"Neuchâtel (NE),Couvet (NE)",1805-04-17T00:00:00,1870-02-02T00:00:00
2455,2914,FR,,2914,,false,Max,Petitpierre,m,24,Neuchâtel,NE,99,Conseil fédéral,CF,,,,,,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,Petitpierre,1960-01-01T00:00:00,1960-12-31T00:00:00,1944-12-14T00:00:00,1960-01-01T00:00:00,1960-12-31T00:00:00,2015-05-17T21:18:19.387,,"Neuchâtel (NE),Couvet (NE)",1899-02-26T00:00:00,1994-03-25T00:00:00
2456,2915,FR,,2915,,false,Victor,Petrig,m,23,Valais,VS,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1943-12-06T00:00:00,1947-11-30T00:00:00,1943-12-06T00:00:00,1943-12-06T00:00:00,1947-11-30T00:00:00,2015-05-17T21:18:19.387,,Törbel (VS),1887-11-10T00:00:00,1973-07-24T00:00:00
2457,2916,FR,,2916,,false,Auguste H.,Pettavel,m,24,Neuchâtel,NE,2,Conseil des Etats,CE,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1920-12-07T00:00:00,1921-04-01T00:00:00,1908-06-01T00:00:00,1908-06-01T00:00:00,1921-04-01T00:00:00,2015-05-17T21:18:19.387,,Bôle (NE),1845-09-12T00:00:00,1921-09-27T00:00:00
2458,2917,FR,,2917,,false,Jost,Peyer,m,3,Lucerne,LU,1,Conseil national,CN,122,Groupe libéral démocrate,LD,1,Membre,1440,Libéral,Lib*,,,,,,,,,,,,1869-12-06T00:00:00,1873-10-01T00:00:00,1869-12-06T00:00:00,1869-12-06T00:00:00,1873-10-01T00:00:00,2015-05-17T21:18:19.387,,Willisau Stadt (LU),1808-12-13T00:00:00,1886-02-26T00:00:00
2459,2918,FR,,2918,,false,Johann Friedrich,Peyer im Hof,m,14,Schaffhouse,SH,1,Conseil national,CN,122,Groupe libéral démocrate,LD,1,Membre,1440,Libéral,Lib*,,,,,,,,,,,,1860-04-05T00:00:00,1875-12-05T00:00:00,1857-12-07T00:00:00,1857-12-07T00:00:00,1875-12-05T00:00:00,2015-05-17T21:18:19.387,,Schaffhouse (SH),1817-06-18T00:00:00,1900-05-18T00:00:00
2460,2919,FR,,2919,,false,François,Peyrot,m,25,Genève,GE,1,Conseil national,CN,124,Groupe libéral et évangélique,LE,1,Membre,16,Parti libéral démocrate,PLD,,,,,,,,,,,,1971-11-29T00:00:00,1975-11-30T00:00:00,1971-11-29T00:00:00,1971-11-29T00:00:00,1975-11-30T00:00:00,2015-05-17T21:18:19.387,,Genève (GE),1918-06-19T00:00:00,1998-01-07T00:00:00
2461,2920,FR,,2920,,false,Otto,Pfändler,m,17,St-Gall,SG,1,Conseil national,CN,5,Groupe AdI/PEP,U,1,Membre,17,Alliance des Indépendants,AdI,,,,,,,,,,,,1939-12-04T00:00:00,1943-12-05T00:00:00,1939-12-04T00:00:00,1939-12-04T00:00:00,1943-12-05T00:00:00,2015-05-17T21:18:19.387,,Flawil (SG),1890-05-30T00:00:00,1978-01-24T00:00:00
2462,2921,FR,,2921,,false,Jakob J.,Pfenninger,m,1,Zurich,ZH,2,Conseil des Etats,CE,107,Gauche démocratique,DL,1,Membre,1404,Démocrates,Dém*,,,,,,,,,,,Pfenninger,1889-03-25T00:00:00,1891-06-27T00:00:00,1889-03-25T00:00:00,1889-03-25T00:00:00,1891-06-27T00:00:00,2015-05-17T21:18:19.387,,Hinwil (ZH),1841-04-16T00:00:00,1891-06-27T00:00:00
2463,2922,FR,,2922,,false,Bernardo,Pfiffer,m,27,Tessin,TI,2,Conseil des Etats,CE,126,Centre,MC,1,Membre,1440,Libéral,Lib*,,,,,,,,,,,,1848-11-06T00:00:00,1849-10-01T00:00:00,1848-11-06T00:00:00,1848-11-06T00:00:00,1849-10-01T00:00:00,2015-05-17T21:18:19.387,,Prato-Sornico (TI),1810-09-19T00:00:00,1867-02-14T00:00:00
2464,2923,FR,,2923,,false,Bruno,Pfister,m,17,St-Gall,SG,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1938-11-08T00:00:00,1939-12-03T00:00:00,1938-11-08T00:00:00,1938-11-08T00:00:00,1939-12-03T00:00:00,2015-05-17T21:18:19.387,,"Soleure (SO),St-Gall (SG),Obererlinsbach (SO)",1889-07-29T00:00:00,1955-02-01T00:00:00
2465,2924,FR,,2924,,false,Eduard,Pfister,m,20,Thurgovie,TG,2,Conseil des Etats,CE,4,Groupe de l'Union démocratique du Centre,V,1,Membre,13,Union Démocratique du Centre,UDC,,,,,,,,,,,,1935-12-02T00:00:00,1939-12-03T00:00:00,1935-12-02T00:00:00,1935-12-02T00:00:00,1939-12-03T00:00:00,2015-05-17T21:18:19.387,,Müllheim (TG),1873-11-07T00:00:00,1953-11-30T00:00:00
2466,2925,FR,,2925,,false,Otto,Pfister,m,1,Zurich,ZH,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,12,Parti socialiste suisse,PSS,,,,,,,,,,,,1928-06-04T00:00:00,1939-05-23T00:00:00,1928-06-04T00:00:00,1928-06-04T00:00:00,1939-05-23T00:00:00,2015-05-17T21:18:19.387,,"Winterthur (ZH),Uster (ZH)",1875-11-09T00:00:00,1939-05-23T00:00:00
2467,2926,FR,,2926,,false,Wilhelm Otto,Pfleghard,m,1,Zurich,ZH,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1931-06-01T00:00:00,1931-12-06T00:00:00,1931-06-01T00:00:00,1931-06-01T00:00:00,1931-12-06T00:00:00,2015-05-17T21:18:19.387,,"St-Gall (SG),Steckborn (TG)",1869-12-12T00:00:00,1958-10-30T00:00:00
2468,2927,FR,,2927,,false,Niklaus,Pfluger,m,11,Soleure,SO,1,Conseil national,CN,122,Groupe libéral démocrate,LD,1,Membre,1440,Libéral,Lib*,,,,,,,,,,,,1848-11-06T00:00:00,1854-05-01T00:00:00,1848-11-06T00:00:00,1848-11-06T00:00:00,1854-05-01T00:00:00,2015-05-17T21:18:19.387,,Oensingen (SO),1799-04-01T00:00:00,1854-05-01T00:00:00
2469,2928,FR,,2928,,false,Paul B.,Pflüger,m,1,Zurich,ZH,1,Conseil national,CN,2,Groupe socialiste,S,1,Membre,1427,Grutléens et socialistes,Grut&PS*,,,,,,,,,,,,1911-12-04T00:00:00,1917-12-02T00:00:00,1911-12-04T00:00:00,1911-12-04T00:00:00,1917-12-02T00:00:00,2015-05-17T21:18:19.387,,Zurich (ZH),1865-01-03T00:00:00,1947-12-13T00:00:00
2470,2929,FR,,2929,,false,Kasimir,Pfyffer,m,3,Lucerne,LU,1,Conseil national,CN,125,Gauche,LG,1,Membre,1440,Libéral,Lib*,,,,,,,,,,,,1854-12-23T00:00:00,1863-12-06T00:00:00,1848-11-06T00:00:00,1848-11-06T00:00:00,1863-12-06T00:00:00,2015-05-17T21:18:19.387,,Lucerne (LU),1794-10-10T00:00:00,1875-11-11T00:00:00
2471,2930,FR,,2930,,false,Eusèbe,Philipona,m,10,Fribourg,FR,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1943-12-06T00:00:00,1948-12-01T00:00:00,1943-12-06T00:00:00,1943-12-06T00:00:00,1948-12-01T00:00:00,2015-05-17T21:18:19.387,,"Oberschrot (FR),Planfayon (FR)",1901-08-09T00:00:00,1951-11-05T00:00:00
2472,2931,FR,,2931,,false,Etienne,Philippe,m,2,Berne,BE,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1951-12-03T00:00:00,1956-09-01T00:00:00,1951-12-03T00:00:00,1951-12-03T00:00:00,1956-09-01T00:00:00,2015-05-17T21:18:19.387,,Delémont (JU),1902-01-04T00:00:00,1997-10-13T00:00:00
2473,2932,FR,,2932,,false,Jules,Philippin,m,24,Neuchâtel,NE,1,Conseil national,CN,125,Gauche,LG,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1878-12-02T00:00:00,1882-12-15T00:00:00,1860-12-03T00:00:00,1860-12-03T00:00:00,1882-12-15T00:00:00,2015-05-17T21:18:19.387,,"Neuchâtel (NE),Genève (GE),Corcelles-Cormondrèche (NE)",1818-06-18T00:00:00,1882-12-15T00:00:00
2474,2933,FR,,2933,,false,Alexis Marie,Piaget,m,24,Neuchâtel,NE,1,Conseil national,CN,125,Gauche,LG,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1854-12-04T00:00:00,1869-12-05T00:00:00,1854-12-04T00:00:00,1854-12-04T00:00:00,1869-12-05T00:00:00,2015-05-17T21:18:19.387,,"Les Bayards (NE),Neuchâtel (NE)",1802-07-18T00:00:00,1870-07-01T00:00:00
2475,2934,FR,,2934,,false,Albert-Edouard,Picot,m,25,Genève,GE,2,Conseil des Etats,CE,7,Groupe libéral,L,1,Membre,16,Parti libéral démocrate,PLD,,,,,,,,,,,,1949-09-19T00:00:00,1955-12-04T00:00:00,1949-09-19T00:00:00,1949-09-19T00:00:00,1955-12-04T00:00:00,2015-05-17T21:18:19.387,,Genève (GE),1882-04-02T00:00:00,1966-10-09T00:00:00
2476,2935,FR,,2935,,false,Albert-Gustave,Pictet,m,25,Genève,GE,2,Conseil des Etats,CE,7,Groupe libéral,L,1,Membre,16,Parti libéral démocrate,PLD,,,,,,,,,,,,1942-06-01T00:00:00,1947-11-30T00:00:00,1942-06-01T00:00:00,1942-06-01T00:00:00,1947-11-30T00:00:00,2015-05-17T21:18:19.387,,Genève (GE),1890-04-29T00:00:00,1969-03-24T00:00:00
2477,2936,FR,,2936,,false,François-Jules,Pictet,m,25,Genève,GE,1,Conseil national,CN,126,Centre,MC,1,Membre,1467,Indépendant,Ind*,,,,,,,,,,,,1866-12-03T00:00:00,1872-03-15T00:00:00,1866-12-03T00:00:00,1866-12-03T00:00:00,1872-03-15T00:00:00,2015-05-17T21:18:19.387,,Genève (GE),1809-09-27T00:00:00,1872-03-15T00:00:00
2478,2937,FR,,2937,,false,Gustave-Jules,Pictet,m,25,Genève,GE,2,Conseil des Etats,CE,126,Centre,MC,1,Membre,1467,Indépendant,Ind*,,,,,,,,,,,,1890-12-01T00:00:00,1891-07-01T00:00:00,1890-12-01T00:00:00,1890-12-01T00:00:00,1891-07-01T00:00:00,2015-05-17T21:18:19.387,,Genève (GE),1827-04-24T00:00:00,1900-05-14T00:00:00
2479,2938,FR,,2938,,false,P.-M. Ernest,Pictet,m,25,Genève,GE,1,Conseil national,CN,7,Groupe libéral,L,1,Membre,16,Parti libéral démocrate,PLD,,,,,,,,,,,,1893-03-13T00:00:00,1893-12-03T00:00:00,1893-03-13T00:00:00,1893-03-13T00:00:00,1893-12-03T00:00:00,2015-05-17T21:18:19.387,,Genève (GE),1829-07-09T00:00:00,1909-08-19T00:00:00
2480,2939,FR,,2939,,false,Ernest,Pidoux,m,22,Vaud,VD,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1947-12-01T00:00:00,1967-12-03T00:00:00,1947-12-01T00:00:00,1947-12-01T00:00:00,1967-12-03T00:00:00,2015-05-17T21:18:19.387,,Forel-sur-Lucens (VD),1904-05-06T00:00:00,1986-02-12T00:00:00
2481,2940,FR,,2940,,false,Hippolyte,Pignat,m,23,Valais,VS,2,Conseil des Etats,CE,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1856-07-07T00:00:00,1857-05-01T00:00:00,1856-07-07T00:00:00,1856-07-07T00:00:00,1857-05-01T00:00:00,2015-05-17T21:18:19.387,,Vouvry (VS),1813-12-06T00:00:00,1885-01-15T00:00:00
2482,2941,FR,,2941,,false,Armand W.,Piguet,m,22,Vaud,VD,1,Conseil national,CN,7,Groupe libéral,L,1,Membre,16,Parti libéral démocrate,PLD,,,,,,,,,,,,1911-12-04T00:00:00,1925-12-06T00:00:00,1911-12-04T00:00:00,1911-12-04T00:00:00,1925-12-06T00:00:00,2015-05-17T21:18:19.387,,Le Chenit (VD),1855-10-31T00:00:00,1929-11-30T00:00:00
2483,2942,FR,,2942,,false,J. Albert,Piguet,m,24,Neuchâtel,NE,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1899-12-04T00:00:00,1917-12-02T00:00:00,1899-12-04T00:00:00,1899-12-04T00:00:00,1917-12-02T00:00:00,2015-05-17T21:18:19.387,,"Le Locle (NE),Le Chenit (VD)",1854-02-02T00:00:00,1934-01-12T00:00:00
2484,2943,FR,,2943,,false,Théodore-Ami,Piguet,m,25,Genève,GE,2,Conseil des Etats,CE,126,Centre,MC,1,Membre,1428,Indépendant (rad.diss.) (GE),Ind. (GE)*,,,,,,,,,,,Piguet Théodore-Ami,1854-12-06T00:00:00,1855-07-25T00:00:00,1854-10-28T00:00:00,1854-12-04T00:00:00,1855-07-25T00:00:00,2015-05-17T21:18:19.387,,Chêne-Bourg (GE),1816-11-07T00:00:00,1889-02-10T00:00:00
2485,2944,FR,,2944,,false,Marcel-Edouard-Ernest,Pilet-Golaz,m,22,Vaud,VD,99,Conseil fédéral,CF,,,,,,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,Pilez-Golaz,1940-01-01T00:00:00,1940-12-31T00:00:00,1928-12-13T00:00:00,1940-01-01T00:00:00,1940-12-31T00:00:00,2015-05-17T21:18:19.387,,Château-d'Oex (VD),1889-12-31T00:00:00,1958-04-11T00:00:00
2486,2945,FR,,2945,,false,Joseph,Piller,m,10,Fribourg,FR,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1950-03-13T00:00:00,1954-02-14T00:00:00,1950-03-13T00:00:00,1950-03-13T00:00:00,1954-02-14T00:00:00,2015-05-17T21:18:19.387,,Bonnefontaine (FR),1890-07-31T00:00:00,1954-02-14T00:00:00
2487,2946,FR,,2946,,false,Alfred L.,Pilliod,m,22,Vaud,VD,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1913-03-25T00:00:00,1917-12-02T00:00:00,1913-03-25T00:00:00,1913-03-25T00:00:00,1917-12-02T00:00:00,2015-05-17T21:18:19.387,,"Blonay (VD),Villeneuve (VD),Vevey (VD)",1866-03-29T00:00:00,1921-05-20T00:00:00
2488,2947,FR,,2947,,false,Aleardo,Pini,m,27,Tessin,TI,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1951-12-03T00:00:00,1958-02-27T00:00:00,1942-12-08T00:00:00,1942-12-08T00:00:00,1958-02-27T00:00:00,2015-05-17T21:18:19.387,,Biasca (TI),1907-11-22T00:00:00,1958-02-27T00:00:00
2489,2948,FR,,2948,,false,Alfredo,Pioda,m,27,Tessin,TI,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1893-12-04T00:00:00,1909-11-07T00:00:00,1893-12-04T00:00:00,1893-12-04T00:00:00,1909-11-07T00:00:00,2015-05-17T21:18:19.387,,Locarno (TI),1848-11-01T00:00:00,1909-11-07T00:00:00
2490,2949,FR,,2949,,false,Giovanni Battista,Pioda,m,27,Tessin,TI,99,Conseil fédéral,CF,,,,,,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,Pioda,1857-07-30T00:00:00,1864-01-26T00:00:00,1857-07-30T00:00:00,1857-07-30T00:00:00,1864-01-26T00:00:00,2015-05-17T21:18:19.387,,Locarno (TI),1808-10-04T00:00:00,1892-11-03T00:00:00
2491,2950,FR,,2950,,false,Robert,Piot,m,22,Vaud,VD,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1943-06-08T00:00:00,1959-12-06T00:00:00,1943-06-08T00:00:00,1943-06-08T00:00:00,1959-12-06T00:00:00,2015-05-17T21:18:19.387,,Thierrens (VD),1899-04-16T00:00:00,1978-08-20T00:00:00
2492,2951,FR,,2951,,false,Cyrille,Pitteloud,m,23,Valais,VS,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1921-06-06T00:00:00,1928-12-02T00:00:00,1921-06-06T00:00:00,1921-06-06T00:00:00,1928-12-02T00:00:00,2015-05-17T21:18:19.387,,Vex (VS),1889-10-30T00:00:00,1971-03-02T00:00:00
2493,2952,FR,,2952,,false,Léon,Pittet,m,10,Fribourg,FR,1,Conseil national,CN,125,Gauche,LG,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1851-12-01T00:00:00,1854-12-03T00:00:00,1851-12-01T00:00:00,1851-12-01T00:00:00,1854-12-03T00:00:00,2015-05-17T21:18:19.387,,"Gruyères (FR),Fribourg (FR)",1806-04-11T00:00:00,1858-04-29T00:00:00
2494,2953,FR,,2953,,false,M.-L.-J.-Benjamin,Pittet,m,22,Vaud,VD,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1848-11-06T00:00:00,1851-11-30T00:00:00,1848-11-06T00:00:00,1848-11-06T00:00:00,1851-11-30T00:00:00,2015-05-17T21:18:19.387,,Pampigny (VD),1808-09-01T00:00:00,1864-06-09T00:00:00
2495,2954,FR,,2954,,false,Paul-C.,Pittet,m,22,Vaud,VD,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1919-12-01T00:00:00,1924-09-29T00:00:00,1919-12-01T00:00:00,1919-12-01T00:00:00,1924-09-29T00:00:00,2015-05-17T21:18:19.387,,Pampigny (VD),1869-01-07T00:00:00,1941-06-05T00:00:00
2496,2955,FR,,2955,,false,Henri,Pitton,m,22,Vaud,VD,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1924-06-02T00:00:00,1935-12-01T00:00:00,1924-06-02T00:00:00,1924-06-02T00:00:00,1935-12-01T00:00:00,2015-05-17T21:18:19.387,,Oppens (VD),1872-04-28T00:00:00,1942-06-23T00:00:00
2497,2956,FR,,2956,,false,Rudolf,Planta,m,18,Grisons,GR,1,Conseil national,CN,106,Groupe démocrate,DEM,1,Membre,1404,Démocrates,Dém*,,,,,,,,,,,,1939-12-04T00:00:00,1942-03-01T00:00:00,1939-12-04T00:00:00,1939-12-04T00:00:00,1942-03-01T00:00:00,2015-05-17T21:18:19.387,,Susch (GR),1888-10-11T00:00:00,1965-10-23T00:00:00
2498,2957,FR,,2957,,false,Fritz,Platten,m,1,Zurich,ZH,1,Conseil national,CN,121,Groupe communiste,Ko,1,Membre,1432,Parti communiste,PC,,,,,,,,,,,,1920-09-20T00:00:00,1922-12-03T00:00:00,1920-09-20T00:00:00,1920-09-20T00:00:00,1922-12-03T00:00:00,2015-07-06T13:20:30.26,,Tablat (SG),1883-07-08T00:00:00,1942-04-22T00:00:00
2499,2958,FR,,2958,,false,Joh. Heinrich,Plattner,m,13,Bâle-Campagne,BL,1,Conseil national,CN,125,Gauche,LG,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1849-11-12T00:00:00,1851-11-30T00:00:00,1849-11-12T00:00:00,1849-11-12T00:00:00,1851-11-30T00:00:00,2015-05-17T21:18:19.387,,Liestal (BL),1795-08-13T00:00:00,1862-10-18T00:00:00
2500,2959,FR,,2959,,false,Johann,Plüss,m,19,Argovie,AG,1,Conseil national,CN,125,Gauche,LG,1,Membre,1440,Libéral,Lib*,,,,,,,,,,,,1858-06-01T00:00:00,1860-12-02T00:00:00,1858-06-01T00:00:00,1858-06-01T00:00:00,1860-12-02T00:00:00,2015-05-17T21:18:19.387,,Zofingen (AG),1788-03-25T00:00:00,1864-10-09T00:00:00
2501,2960,FR,,2960,,false,Giovanni,Polar,m,27,Tessin,TI,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1866-12-03T00:00:00,1868-01-26T00:00:00,1866-12-03T00:00:00,1866-12-03T00:00:00,1868-01-26T00:00:00,2015-05-17T21:18:19.387,,Breganzona (TI),1825-03-10T00:00:00,1868-01-26T00:00:00
2502,2961,FR,,2961,,false,Giovanni,Polar,m,27,Tessin,TI,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1933-03-28T00:00:00,1935-12-01T00:00:00,1933-03-28T00:00:00,1933-03-28T00:00:00,1935-12-01T00:00:00,2015-05-17T21:18:19.387,,Breganzona (TI),1868-08-31T00:00:00,1941-01-23T00:00:00
2503,2962,FR,,2962,,false,Ignazio,Polar,m,27,Tessin,TI,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1880-10-01T00:00:00,1893-12-03T00:00:00,1880-10-01T00:00:00,1880-10-01T00:00:00,1893-12-03T00:00:00,2015-05-17T21:18:19.387,,Breganzona (TI),1837-08-22T00:00:00,1900-11-12T00:00:00
2504,2963,FR,,2963,,false,Adrien-Félix,Pottier,m,23,Valais,VS,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,Pottier,1848-11-06T00:00:00,1855-07-26T00:00:00,1848-11-06T00:00:00,1848-11-06T00:00:00,1855-07-26T00:00:00,2015-05-17T21:18:19.387,,Monthey (VS),1792-10-05T00:00:00,1855-07-26T00:00:00
2505,2964,FR,,2964,,false,Jean,Pozzi,m,17,St-Gall,SG,1,Conseil national,CN,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1947-12-03T00:00:00,1959-12-06T00:00:00,1947-12-03T00:00:00,1947-12-03T00:00:00,1959-12-06T00:00:00,2015-05-17T21:18:19.387,,Genestrerio (TI),1892-06-26T00:00:00,1961-12-07T00:00:00
2506,2965,FR,,2965,,false,Jean-Pierre,Pradervand,m,22,Vaud,VD,2,Conseil des Etats,CE,1,Groupe libéral-radical,RL,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1967-12-04T00:00:00,1975-11-30T00:00:00,1967-12-04T00:00:00,1967-12-04T00:00:00,1975-11-30T00:00:00,2015-05-17T21:18:19.387,,Corcelles-près-Payerne (VD),1908-11-23T00:00:00,1996-06-07T00:00:00
2507,2966,FR,,2966,,false,Henri Benj.,Presset,m,10,Fribourg,FR,1,Conseil national,CN,125,Gauche,LG,1,Membre,15,PLR.Les Libéraux-Radicaux,PLR,,,,,,,,,,,,1851-12-01T00:00:00,1854-12-03T00:00:00,1851-12-01T00:00:00,1851-12-01T00:00:00,1854-12-03T00:00:00,2015-05-17T21:18:19.387,,Haut-Vully (FR),1824-12-13T00:00:00,1859-04-24T00:00:00
2508,2967,FR,,2967,,false,Samuel,Presset,m,10,Fribourg,FR,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1863-12-07T00:00:00,1866-12-11T00:00:00,1863-12-07T00:00:00,1863-12-07T00:00:00,1866-12-11T00:00:00,2015-05-17T21:18:19.387,,Haut-Vully (FR),1810-03-01T00:00:00,1866-12-11T00:00:00
2509,2968,FR,,2968,,false,Antoine,Pugin,m,25,Genève,GE,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1943-12-06T00:00:00,1947-11-30T00:00:00,1943-12-06T00:00:00,1943-12-06T00:00:00,1947-11-30T00:00:00,2015-05-17T21:18:19.387,,Genève (GE),1898-08-21T00:00:00,1978-04-21T00:00:00
2510,2969,FR,,2969,,false,Georges,Python,m,10,Fribourg,FR,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1916-12-02T00:00:00,1920-10-09T00:00:00,1896-12-07T00:00:00,1896-12-07T00:00:00,1920-10-09T00:00:00,2015-05-17T21:18:19.387,,Portalban (FR),1856-11-10T00:00:00,1927-01-10T00:00:00
2511,2970,FR,,2970,,false,Maxime,Quartenoud,m,10,Fribourg,FR,2,Conseil des Etats,CE,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1947-03-10T00:00:00,1956-05-14T00:00:00,1947-03-10T00:00:00,1947-03-10T00:00:00,1956-05-14T00:00:00,2015-05-17T21:18:19.387,,Treyvaux (FR),1897-06-16T00:00:00,1956-05-14T00:00:00
2512,2971,FR,,2971,,false,Alois,Räber,m,3,Lucerne,LU,1,Conseil national,CN,3,Le Groupe du Centre. Le Centre. PEV.,M-E,1,Membre,14,Parti démocrate-chrétien suisse,PDC,,,,,,,,,,,,1876-12-04T00:00:00,1881-12-04T00:00:00,1876-12-04T00:00:00,1876-12-04T00:00:00,1881-12-04T00:00:00,2015-05-17T21:18:19.387,,Ebikon (LU),1834-03-04T00:00:00,1905-02-11T00:00:00
