,ID,Language,PersonNumber,PersonIdCode,Title,TitleText,LastName,GenderAsString,DateOfBirth,DateOfDeath,MaritalStatus,MaritalStatusText,PlaceOfBirthCity,PlaceOfBirthCanton,Modified,FirstName,OfficialName,MilitaryRank,MilitaryRankText,NativeLanguage,NumberOfChildren
1978,2433,FR,2433,,,,Jenny,m,1812-06-12T00:00:00,1860-03-01T00:00:00,,,,,2015-05-17T21:18:19.387,Kaspar,,,,,
1979,2434,FR,2434,,,,Jenny,m,1824-12-30T00:00:00,1879-11-11T00:00:00,,,,,2015-05-17T21:18:19.387,Peter jun.,,,,,
1980,2435,FR,2435,,,,Jenny,m,1800-12-30T00:00:00,1874-01-30T00:00:00,,,,,2015-05-17T21:18:19.387,Peter sen.,,,,,
1981,2436,FR,2436,,,,Jobin,m,1864-12-29T00:00:00,1939-04-02T00:00:00,,,,,2015-05-17T21:18:19.387,Xavier J. J. B.,,,,,
1982,2437,FR,2437,,,,Joliat,m,1846-03-17T00:00:00,1922-04-22T00:00:00,,,,,2015-05-17T21:18:19.387,Louis,,,,,
1983,2438,FR,2438,,,,Jolissaint,m,1830-07-31T00:00:00,1896-03-02T00:00:00,,,,,2015-05-17T21:18:19.387,Pierre,,,,,
1984,2439,FR,2439,,,,Joller,m,1817-12-31T00:00:00,1865-09-17T00:00:00,,,,,2015-05-17T21:18:19.387,Joh. Melchior Al.,,,,,
1985,2440,FR,2440,,,,Joller,m,1891-08-31T00:00:00,1960-03-05T00:00:00,,,,,2015-05-17T21:18:19.387,Remigi,,,,,
1986,2441,FR,2441,,,,Jolli,m,1907-02-14T00:00:00,1964-08-16T00:00:00,,,,,2015-05-17T21:18:19.387,Silvio,,,,,
1987,2442,FR,2442,,,,Joly,m,1833-08-24T00:00:00,1895-04-22T00:00:00,,,,,2015-05-17T21:18:19.387,F.-David,,,,,
1988,2443,FR,2443,,,,Joly,m,1818-12-15T00:00:00,1901-12-10T00:00:00,,,,,2015-05-17T21:18:19.387,P.-Isaac,,,,,
1989,2444,FR,2444,,,,Joos,m,1821-04-01T00:00:00,1900-11-06T00:00:00,,,,,2015-05-17T21:18:19.387,Wilhelm J. B.,,,,,
1990,2445,FR,2445,,,,Joost,m,1836-04-30T00:00:00,1901-03-30T00:00:00,,,,,2015-05-17T21:18:19.387,Gottfried,,,,,
1991,2446,FR,2446,,,,Joray,m,1877-05-31T00:00:00,1931-06-01T00:00:00,,,,,2015-05-17T21:18:19.387,Ernest,,,,,
1992,2447,FR,2447,,,,Jordan,m,1845-07-11T00:00:00,1900-05-27T00:00:00,,,,,2015-05-17T21:18:19.387,Adolphe,,,,,
1993,2448,FR,2448,,,,Joris,m,1822-10-01T00:00:00,1886-11-19T00:00:00,,,,,2015-05-17T21:18:19.387,Fidèle-Eman.,,,,,
1994,2449,FR,2449,,,,Josi,m,1896-04-01T00:00:00,1960-01-22T00:00:00,,,,,2015-05-17T21:18:19.387,Ernest,,,,,
1995,2450,FR,2450,,,,Joss,m,1886-10-06T00:00:00,1939-10-03T00:00:00,,,,,2015-05-17T21:18:19.387,Fritz,,,,,
1996,2451,FR,2451,,,,Jost,m,1903-09-19T00:00:00,1980-03-26T00:00:00,,,,,2015-05-17T21:18:19.387,Fritz,,,,,
1997,2452,FR,2452,,,,Junod,m,1880-02-08T00:00:00,1944-04-15T00:00:00,,,,,2015-05-17T21:18:19.387,Georges,,,,,
1998,2453,FR,2453,,,,Käch,m,1908-10-23T00:00:00,1983-06-18T00:00:00,,,,,2015-05-17T21:18:19.387,Jakob,,,,,
1999,2454,FR,2454,,,,Kägi,m,1886-07-25T00:00:00,1950-04-07T00:00:00,,,,,2015-05-17T21:18:19.387,E. Jakob,,,,,
2000,2455,FR,2455,,,,Kaiser,m,1811-04-02T00:00:00,1891-04-19T00:00:00,,,,,2015-05-17T21:18:19.387,Ferdinand,,,,,
2001,2456,FR,2456,,,,Kaiser,m,1818-04-19T00:00:00,1876-12-18T00:00:00,,,,,2015-05-17T21:18:19.387,Jakob,,,,,
2002,2457,FR,2457,,,,Kaiser,m,1819-06-24T00:00:00,1886-06-22T00:00:00,,,,,2015-05-17T21:18:19.387,Niklaus,Kaiser Niklaus,,,,
2003,2458,FR,2458,,,,Kaiser,m,1828-10-24T00:00:00,1898-03-27T00:00:00,,,,,2015-05-17T21:18:19.387,Simon,,,,,
2004,2459,FR,2459,,,,Kamber,m,1896-05-31T00:00:00,1970-11-14T00:00:00,,,,,2015-05-17T21:18:19.387,Arnold,,,,,
2005,2460,FR,2460,,,,Kämpfen,m,1907-12-19T00:00:00,1967-05-18T00:00:00,,,,,2015-05-17T21:18:19.387,Moritz,,,,,
2006,2461,FR,2461,,,,Kappeler,m,1816-03-23T00:00:00,1888-10-20T00:00:00,,,,,2015-05-17T21:18:19.387,Johann Karl,,,,,
2007,2462,FR,2462,,,,Kappler,m,1889-11-04T00:00:00,1970-07-24T00:00:00,,,,,2015-05-17T21:18:19.387,Arnold,,,,,
2008,2463,FR,2463,,,,Karlen,m,1809-03-25T00:00:00,1870-08-08T00:00:00,,,,,2015-05-17T21:18:19.387,Jakob,,,,,
2009,2464,FR,2464,,,,Karlen,m,1807-09-20T00:00:00,1872-09-20T00:00:00,,,,,2015-05-17T21:18:19.387,Johann,,,,,
2010,2465,FR,2465,,,,Karlen,m,1819-01-16T00:00:00,1873-03-21T00:00:00,,,,,2015-05-17T21:18:19.387,Johann Jakob,,,,,
2011,2466,FR,2466,,,,Karrer,m,1815-03-22T00:00:00,1886-04-18T00:00:00,,,,,2015-05-17T21:18:19.387,Karl,Karrer Karl,,,,
2012,2467,FR,2467,,,,Karrer,m,1830-11-09T00:00:00,1893-12-05T00:00:00,,,,,2015-05-17T21:18:19.387,Ludwig,,,,,
2013,2468,FR,2468,,,,Käser,m,1875-03-28T00:00:00,1944-05-28T00:00:00,,,,,2015-05-17T21:18:19.387,Hans,,,,,
2014,2469,FR,2469,,,,Kästli,m,1892-01-20T00:00:00,1976-01-18T00:00:00,,,,,2015-05-17T21:18:19.387,Hans,,,,,
2015,2470,FR,2470,,,,Keel,m,1837-03-15T00:00:00,1902-08-12T00:00:00,,,,,2015-05-17T21:18:19.387,Johann Joseph,,,,,
2016,2471,FR,2471,,,,Keel,m,1874-01-03T00:00:00,1945-08-30T00:00:00,,,,,2015-05-17T21:18:19.387,Valentin,,,,,
2017,2472,FR,2472,,,,Kehrwand,m,1803-02-14T00:00:00,1857-12-01T00:00:00,,,,,2015-05-17T21:18:19.387,Vincent,,,,,
2018,2473,FR,2473,,,,Keiser,m,1837-04-28T00:00:00,1915-01-26T00:00:00,,,,,2015-05-17T21:18:19.387,Georg J. J. F.,,,,,
2019,2474,FR,2474,,,,Keiser,m,1816-11-27T00:00:00,1880-03-09T00:00:00,,,,,2015-05-17T21:18:19.387,Gustav Adolf,,,,,
2020,2475,FR,2475,,,,Keiser,m,1808-11-06T00:00:00,1877-01-01T00:00:00,,,,,2015-05-17T21:18:19.387,Kaspar-Anton,,,,,
2021,2476,FR,2476,,,,Keiser,m,1814-11-14T00:00:00,1896-10-28T00:00:00,,,,,2015-05-17T21:18:19.387,Martin,,,,,
2022,2477,FR,2477,,,,Keiser,m,1822-11-07T00:00:00,1854-08-08T00:00:00,,,,,2015-05-17T21:18:19.387,Martin-Anton,,,,,
2023,2478,FR,2478,,,,Keiser,m,1844-03-10T00:00:00,1895-03-07T00:00:00,,,,,2015-05-17T21:18:19.387,Theodor,,,,,
2024,2479,FR,2479,,,,Kellenberger,m,1793-07-29T00:00:00,1873-10-20T00:00:00,,,,,2015-05-17T21:18:19.387,Jakob,,,,,
2025,2480,FR,2480,,,,Keller,m,1885-08-16T00:00:00,1962-11-23T00:00:00,,,,,2015-05-17T21:18:19.387,Albert,,,,,
2026,2481,FR,2481,,,,Keller,m,1805-11-10T00:00:00,1883-01-08T00:00:00,,,,,2015-05-17T21:18:19.387,Augustin,,,,,
2027,2482,FR,2482,,,,Keller,m,1878-03-02T00:00:00,1965-03-12T00:00:00,,,,,2015-05-17T21:18:19.387,Emil,,,,,
2028,2483,FR,2483,,,,Keller,m,1873-09-04T00:00:00,1945-01-11T00:00:00,,,,,2015-05-17T21:18:19.387,Gottfried,,,,,
2029,2484,FR,2484,,,,Keller,m,1867-11-29T00:00:00,1932-04-21T00:00:00,,,,,2015-05-17T21:18:19.387,Gustav,,,,,
2030,2485,FR,2485,,,,Keller,m,1802-12-30T00:00:00,1877-11-12T00:00:00,,,,,2015-05-17T21:18:19.387,Johann,,,,,
2031,2486,FR,2486,,,,Keller,m,1823-03-27T00:00:00,1903-06-28T00:00:00,,,,,2015-05-17T21:18:19.387,Johann Jakob,,,,,
2032,2487,FR,2487,,,,Keller,m,1916-03-15T00:00:00,2003-10-27T00:00:00,,,,,2015-05-17T21:18:19.387,Otto,Keller Otto,,,,
2033,2488,FR,2488,,,,Kellersberger,m,1838-12-18T00:00:00,1905-07-28T00:00:00,,,,,2015-05-17T21:18:19.387,Armin J. J,,,,,
2034,2489,FR,2489,,,,Kern,m,1867-02-05T00:00:00,1940-11-08T00:00:00,,,,,2015-05-17T21:18:19.387,Hans,,,,,
2035,2490,FR,2490,,,,Kern,m,1853-05-15T00:00:00,1923-10-18T00:00:00,,,,,2015-05-17T21:18:19.387,Heinrich,,,,,
2036,2491,FR,2491,,,,Kern,m,1808-06-11T00:00:00,1888-04-14T00:00:00,,,,,2015-05-17T21:18:19.387,Johann Conrad,,,,,
2037,2492,FR,2492,,,,Kessler,m,1925-10-23T00:00:00,1994-01-16T00:00:00,,,,,2015-05-17T21:18:19.387,Alois,,,,,
2038,2493,FR,2493,,,,Ketterer,m,1911-07-01T00:00:00,1977-06-22T00:00:00,,,,,2015-05-17T21:18:19.387,Karl,,,,,
2039,2494,FR,2494,,,,Kilian,m,1821-01-01T00:00:00,1882-06-15T00:00:00,,,,,2015-05-17T21:18:19.387,Friedrich,,,,,
2040,2495,FR,2495,,,,Killer,m,1878-06-26T00:00:00,1948-01-07T00:00:00,,,,,2015-05-17T21:18:19.387,Karl,Killer Karl,,,,
2041,2496,FR,2496,,,,Kinkelin,m,1832-11-11T00:00:00,1913-01-02T00:00:00,,,,,2015-05-17T21:18:19.387,Hermann G. D.,,,,,
2042,2497,FR,2497,,,,Kistler,m,1914-05-23T00:00:00,1991-11-29T00:00:00,,,,,2015-05-17T21:18:19.387,Max,,,,,
2043,2498,FR,2498,,,,Klaus,m,1899-11-25T00:00:00,1963-08-07T00:00:00,,,,,2015-05-17T21:18:19.387,Gottfried,,,,,
2044,2499,FR,2499,,,,Klaye,m,1821-09-22T00:00:00,1898-12-24T00:00:00,,,,,2015-05-17T21:18:19.387,H.-Auguste,,,,,
2045,2500,FR,2500,,,,Klein,m,1825-10-07T00:00:00,1887-05-12T00:00:00,,,,,2015-05-17T21:18:19.387,Wilhelm,,,,,
2046,2501,FR,2501,,,,Klingler,m,1898-06-29T00:00:00,1967-03-27T00:00:00,,,,,2015-05-17T21:18:19.387,Walter,,,,,
2047,2502,FR,2502,,,,Klöti,m,1877-10-17T00:00:00,1963-09-30T00:00:00,,,,,2015-05-17T21:18:19.387,Emil,,,,,
2048,2503,FR,2503,,,,Knechtenhofer,m,1793-03-14T00:00:00,1865-03-09T00:00:00,,,,,2015-05-17T21:18:19.387,Johannes,,,,,
2049,2504,FR,2504,,,,Knellwolf,m,1865-05-19T00:00:00,1945-01-02T00:00:00,,,,,2015-05-17T21:18:19.387,Arnold L. E.,,,,,
2050,2505,FR,2505,,,,Knobel,m,1882-02-23T00:00:00,1953-01-04T00:00:00,,,,,2015-05-17T21:18:19.387,Kaspar,,,,,
2051,2506,FR,2506,,,,Knobel,m,1842-04-22T00:00:00,1909-12-16T00:00:00,,,,,2015-05-17T21:18:19.387,L. Kaspar,,,,,
2052,2507,FR,2507,,,,Knüsel,m,1813-11-06T00:00:00,1889-01-14T00:00:00,,,,,2015-05-17T21:18:19.387,Josef Martin,Knüsel,,,,
2053,2508,FR,2508,,,,Knüsel,m,1857-02-20T00:00:00,1944-01-14T00:00:00,,,,,2015-05-17T21:18:19.387,Peter,,,,,
2054,2509,FR,2509,,,,Kobelt,m,1891-08-01T00:00:00,1968-01-06T00:00:00,,,,,2015-05-17T21:18:19.387,Karl,Kobelt,,,,
2055,2510,FR,2510,,,,Koch,m,1882-08-08T00:00:00,1918-07-28T00:00:00,,,,,2015-05-17T21:18:19.387,Felix,,,,,
2056,2511,FR,2511,,,,Koch,m,1834-02-10T00:00:00,1898-06-07T00:00:00,,,,,2015-05-17T21:18:19.387,Josef Anton,Koch Josef Anton,,,,
2057,2512,FR,2512,,,,Koechlin,m,1821-04-06T00:00:00,1893-02-06T00:00:00,,,,,2015-05-17T21:18:19.387,Alphons,,,,,
2058,2513,FR,2513,,,,Koechlin,m,1856-11-05T00:00:00,1914-02-02T00:00:00,,,,,2015-05-17T21:18:19.387,Carl,,,,,
2059,2514,FR,2514,,,,Kohler,m,1795-04-24T00:00:00,1871-01-29T00:00:00,,,,,2015-05-17T21:18:19.387,Friedrich S.,,,,,
2060,2515,FR,2515,,,,Kohler,m,1916-09-26T00:00:00,1990-04-20T00:00:00,,,,,2015-05-17T21:18:19.387,Simon,,,,,
2061,2516,FR,2516,,,,Kohler,m,1887-05-01T00:00:00,1964-05-21T00:00:00,,,,,2015-05-17T21:18:19.387,Walter,,,,,
2062,2517,FR,2517,,,,Kölbener,m,1828-08-29T00:00:00,1868-10-12T00:00:00,,,,,2015-05-17T21:18:19.387,Johann Anton,,,,,
2063,2518,FR,2518,,,,Kölbener,m,1826-02-06T00:00:00,1865-09-07T00:00:00,,,,,2015-05-17T21:18:19.387,Johann Baptist,,,,,
2064,2519,FR,2519,,,,Koller,m,1863-02-25T00:00:00,1920-01-05T00:00:00,,,,,2015-05-17T21:18:19.387,Karl Aug.,,,,,
2065,2520,FR,2520,,,,Kolly,m,1905-07-29T00:00:00,1974-05-04T00:00:00,,,,,2015-05-17T21:18:19.387,Gabriel,,,,,
2066,2521,FR,2521,,,,König,m,1863-03-21T00:00:00,1934-03-26T00:00:00,,,,,2015-05-17T21:18:19.387,Gustav,,,,,
2067,2522,FR,2522,,,,König,m,1828-12-19T00:00:00,1892-05-23T00:00:00,,,,,2015-05-17T21:18:19.387,Karl Gustav,,,,,
2068,2523,FR,2523,,,,König,m,1890-08-22T00:00:00,1949-01-11T00:00:00,,,,,2015-05-17T21:18:19.387,Richard,,,,,
2069,2524,FR,2524,,,,König,m,1908-04-09T00:00:00,2003-07-04T00:00:00,,,,,2015-05-17T21:18:19.387,Walter,König Walter BE,,,,
2070,2525,FR,2525,,,,König,m,1908-01-13T00:00:00,1985-02-20T00:00:00,,,,,2015-05-17T21:18:19.387,Walter,König Walter ZH,,,,
2071,2526,FR,2526,,,,Könz,m,1819-03-02T00:00:00,1901-03-07T00:00:00,,,,,2015-05-17T21:18:19.387,Jochen Ulrich,,,,,
2072,2527,FR,2527,,,,Kopp,m,1827-07-26T00:00:00,1891-04-21T00:00:00,,,,,2015-05-17T21:18:19.387,Alois,,,,,
2073,2528,FR,2528,,,,Kopp,m,1786-04-22T00:00:00,1859-01-22T00:00:00,,,,,2015-05-17T21:18:19.387,Jakob,,,,,
2074,2529,FR,2529,,,,Korner,m,1912-06-16T00:00:00,1991-06-12T00:00:00,,,,,2015-05-17T21:18:19.387,Hans,,,,,
2075,2530,FR,2530,,,,Krauchthaler,m,1915-08-15T00:00:00,2002-12-14T00:00:00,,,,,2015-05-17T21:18:19.387,Fritz,Krauchthaler,,,,
2076,2531,FR,2531,,,,Kreis,m,1803-09-02T00:00:00,1863-05-24T00:00:00,,,,,2015-05-17T21:18:19.387,Johann Georg,Kreis,,,,
2077,2532,FR,2532,,,,Krieg,m,1820-06-04T00:00:00,1870-03-31T00:00:00,,,,,2015-05-17T21:18:19.387,Kaspar L.,,,,,
2078,2533,FR,2533,,,,Krügel,m,1893-01-31T00:00:00,1973-04-03T00:00:00,,,,,2015-05-17T21:18:19.387,Marcel-René,,,,,
2079,2534,FR,2534,,,,Krummenacher,m,1919-11-19T00:00:00,1984-04-18T00:00:00,,,,,2015-05-17T21:18:19.387,Albert,,,,,
2080,2535,FR,2535,,,,Kuhn,m,1831-11-24T00:00:00,1888-01-10T00:00:00,,,,,2015-05-17T21:18:19.387,Charles-L.,,,,,
2081,2536,FR,2536,,,,Kümin,m,1835-11-22T00:00:00,1906-01-07T00:00:00,,,,,2015-05-17T21:18:19.387,Karl,,,,,
2082,2537,FR,2537,,,,Kündig,m,1838-04-30T00:00:00,1908-08-20T00:00:00,,,,,2015-05-17T21:18:19.387,Albert,Kündig Albert,,,,
2083,2538,FR,2538,,,,Kunkler,m,1846-07-01T00:00:00,1900-11-03T00:00:00,,,,,2015-05-17T21:18:19.387,Roderich Albert,,,,,
2084,2539,FR,2539,,,,Kuntschen,m,1849-11-12T00:00:00,1928-04-16T00:00:00,,,,,2015-05-17T21:18:19.387,Joseph,,,,,
2085,2540,FR,2540,,,,Kuntschen,m,1883-04-21T00:00:00,1954-12-05T00:00:00,,,,,2015-05-17T21:18:19.387,Joseph,,,,,
2086,2541,FR,2541,,,,Kunz,m,1897-03-16T00:00:00,1970-12-15T00:00:00,,,,,2015-05-17T21:18:19.387,Alois,,,,,
2087,2542,FR,2542,,,,Kunz,m,1859-12-12T00:00:00,1930-01-05T00:00:00,,,,,2015-05-17T21:18:19.387,Gottfried,,,,,
2088,2543,FR,2543,,,,Kunz,m,1886-10-12T00:00:00,1967-06-03T00:00:00,,,,,2015-05-17T21:18:19.387,Paul,,,,,
2089,2544,FR,2544,,,,Künzi,m,1872-03-31T00:00:00,1953-02-25T00:00:00,,,,,2015-05-17T21:18:19.387,Carl,Künzi Carl,,,,
2090,2545,FR,2545,,,,Künzli,m,1832-06-20T00:00:00,1908-11-09T00:00:00,,,,,2015-05-17T21:18:19.387,Arnold,Künzli,,,,
2091,2546,FR,2546,,,,Kurer,m,1873-12-20T00:00:00,1927-01-22T00:00:00,,,,,2015-05-17T21:18:19.387,Josef August,,,,,
2092,2547,FR,2547,,,,Kurmann,m,1917-07-18T00:00:00,1988-10-18T00:00:00,,,,,2015-05-17T21:18:19.387,Franz-Josef,,,,,
2093,2548,FR,2548,,,,Kurz,m,1806-03-22T00:00:00,1864-04-03T00:00:00,,,,,2015-05-17T21:18:19.387,Chr. Albrecht,,,,,
2094,2549,FR,2549,,,,Kurz,m,1846-04-29T00:00:00,1901-02-08T00:00:00,,,,,2015-05-17T21:18:19.387,Erwin E. H.,Kurz Erwin E. H.,,,,
2095,2550,FR,2550,,,,Kurz,m,1897-09-20T00:00:00,1980-07-23T00:00:00,,,,,2015-05-17T21:18:19.387,Hermann,,,,,
2096,2551,FR,2551,,,,Kurzmeyer,m,1903-03-23T00:00:00,1997-09-27T00:00:00,,,,,2015-05-17T21:18:19.387,Werner,,,,,
2097,2552,FR,2552,,,,Labhardt,m,1811-05-26T00:00:00,1874-07-21T00:00:00,,,,,2015-05-17T21:18:19.387,Philipp Gottlieb,,,,,
2098,2553,FR,2553,,,,Lachenal,m,1885-01-25T00:00:00,1962-11-16T00:00:00,,,,,2015-05-17T21:18:19.387,Adrien,,,,,
2099,2554,FR,2554,,,,Lachenal,m,1849-05-19T00:00:00,1918-06-29T00:00:00,,,,,2015-05-17T21:18:19.387,L. Adrien,Lachenal,,,F,
2100,2555,FR,2555,,,,Lack,m,1805-10-26T00:00:00,1872-09-09T00:00:00,,,,,2015-05-17T21:18:19.387,Simon,,,,,
2101,2556,FR,2556,,,,Laely,m,1864-01-31T00:00:00,1955-10-04T00:00:00,,,,,2015-05-17T21:18:19.387,Andreas,,,,,
2102,2557,FR,2557,,,,Lafranchi,m,1914-06-27T00:00:00,2003-04-25T00:00:00,,,,,2015-05-17T21:18:19.387,Arturo,Lafranchi,,,,
2103,2558,FR,2558,,,,Lagier,m,1850-06-02T00:00:00,1914-01-04T00:00:00,,,,,2015-05-17T21:18:19.387,Juste-François,,,,,
2104,2559,FR,2559,,,,Lambelet,m,1819-12-02T00:00:00,1859-01-01T00:00:00,,,,,2015-05-17T21:18:19.387,Auguste,Lambelet Auguste,,,,
2105,2560,FR,2560,,,,Lambelet,m,1817-05-16T00:00:00,1876-01-28T00:00:00,,,,,2015-05-17T21:18:19.387,Frédéric,Lambelet Frédéric,,,,
2106,2561,FR,2561,,,,Lambelet,m,1827-04-25T00:00:00,1882-08-08T00:00:00,,,,,2015-05-17T21:18:19.387,Louis Constant,Lambelet Louis,,,,
2107,2562,FR,2562,,,,Lampert,m,1902-05-25T00:00:00,1991-03-31T00:00:00,,,,,2015-05-17T21:18:19.387,Marius,,,,,
2108,2563,FR,2563,,,,Landis,m,1833-10-08T00:00:00,1915-06-10T00:00:00,,,,,2015-05-17T21:18:19.387,Heinrich,,,,,
2109,2564,FR,2564,,,,Landolt,m,1907-01-31T00:00:00,1973-10-19T00:00:00,,,,,2015-05-17T21:18:19.387,Adolf,,,,,
2110,2565,FR,2565,,,,Landolt,m,1901-12-25T00:00:00,1965-07-08T00:00:00,,,,,2015-05-17T21:18:19.387,Franz,,,,,
2111,2566,FR,2566,,,,Landtwing,m,1819-11-20T00:00:00,1882-11-23T00:00:00,,,,,2015-05-17T21:18:19.387,Karl Anton,,,,,
2112,2567,FR,2567,,,,Lang,m,1908-07-31T00:00:00,1973-01-09T00:00:00,,,,,2015-05-17T21:18:19.387,Erwin,,,,,
2113,2568,FR,2568,,,,Lang,m,1921-02-04T00:00:00,2001-09-16T00:00:00,,,,,2015-05-17T21:18:19.387,Louis,Lang Louis,,,D,
2114,2569,FR,2569,,,,Langenauer,m,1913-07-02T00:00:00,1981-04-14T00:00:00,,,,,2015-05-17T21:18:19.387,Jakob,,,,,
2115,2570,FR,2570,,,,Lanicca,m,1881-07-28T00:00:00,1965-12-04T00:00:00,,,,,2015-05-17T21:18:19.387,Ruben,,,,,
2116,2571,FR,2571,,,,Lanz,m,1867-11-17T00:00:00,1941-04-11T00:00:00,,,,,2015-05-17T21:18:19.387,Hans,,,,,
2117,2572,FR,2572,,,,Lardelli,m,1888-12-25T00:00:00,1959-06-21T00:00:00,,,,,2015-05-17T21:18:19.387,Albert,,,,,
2118,2573,FR,2573,,,,Latour,m,1815-08-05T00:00:00,1875-08-11T00:00:00,,,,,2015-05-17T21:18:19.387,Alois,Latour Alois,,,,
2119,2574,FR,2574,,,,Latour,m,1827-02-12T00:00:00,1861-02-21T00:00:00,,,,,2015-05-17T21:18:19.387,Caspar,Latour Caspar,,,,
2120,2575,FR,2575,,,,Läuffer,m,1881-12-05T00:00:00,1927-03-28T00:00:00,,,,,2015-05-17T21:18:19.387,Oskar,,,,,
2121,2576,FR,2576,,,,Lauterburg,m,1817-12-15T00:00:00,1864-09-03T00:00:00,,,,,2015-05-17T21:18:19.387,Gottl. Ludwig,,,,,
2122,2577,FR,2577,,,,Leber,m,1906-02-04T00:00:00,1996-02-04T00:00:00,,,,,2015-05-17T21:18:19.387,Walther,,,,,
2123,2578,FR,2578,,,,Legler,m,1849-07-16T00:00:00,1920-08-18T00:00:00,,,,,2015-05-17T21:18:19.387,David,Legler,,,,
2124,2579,FR,2579,,,,Lehmann,m,1817-05-29T00:00:00,1876-09-26T00:00:00,,,,,2015-05-17T21:18:19.387,Johann Ulrich,,,,,
2125,2580,FR,2580,,,,Lehmann,m,1808-01-19T00:00:00,1896-12-31T00:00:00,,,,,2015-05-17T21:18:19.387,Samuel,,,,,
2126,2581,FR,2581,,,,Lehner,m,1917-10-22T00:00:00,2000-06-05T00:00:00,,,,,2015-05-17T21:18:19.387,Innozenz,Lehner,,,D,
2127,2582,FR,2582,,,,Lejeune,m,1915-07-30T00:00:00,1985-01-05T00:00:00,,,,,2015-05-17T21:18:19.387,Leo,,,,,
2128,2583,FR,2583,,,,Lepori,m,1902-06-02T00:00:00,1968-09-06T00:00:00,,,,,2015-05-17T21:18:19.387,Giuseppe,Lepori,,,I,
2129,2584,FR,2584,,,,Lesquereux,m,1820-09-01T00:00:00,1883-09-03T00:00:00,,,,,2015-05-17T21:18:19.387,Ariste,,,,,
2130,2585,FR,2585,,,,Leu,m,1904-11-08T00:00:00,1984-12-01T00:00:00,,,,,2015-05-17T21:18:19.387,Franz-Xaver,,,,,
2131,2586,FR,2586,,,,Leu,m,1918-09-14T00:00:00,1997-09-30T00:00:00,,,,,2015-05-17T21:18:19.387,Josef,,,,,
2132,2587,FR,2587,,,,Leuba,m,1846-11-01T00:00:00,1884-03-20T00:00:00,,,,,2015-05-17T21:18:19.387,Auguste Alb.,,,,,
2133,2588,FR,2588,,,,Leuba,m,1878-04-03T00:00:00,1960-02-19T00:00:00,,,,,2015-05-17T21:18:19.387,F. Auguste,,,,,
2134,2589,FR,2589,,,,Leuenberger,m,1901-07-15T00:00:00,1975-12-30T00:00:00,,,,,2015-05-17T21:18:19.387,Hermann,,,,,
2135,2590,FR,2590,,,,Leuenberger,m,1823-04-23T00:00:00,1871-05-24T00:00:00,,,,,2015-05-17T21:18:19.387,Jakob,,,,,
2136,2591,FR,2591,,,,Leuenberger,m,1861-04-06T00:00:00,1948-08-23T00:00:00,,,,,2015-05-17T21:18:19.387,Jakob,,,,,
2137,2592,FR,2592,,,,Leuenberger,m,1830-10-24T00:00:00,1908-08-18T00:00:00,,,,,2015-05-17T21:18:19.387,Rudolf,,,,,
2138,2593,FR,2593,,,,Leumann,m,1842-08-30T00:00:00,1918-11-11T00:00:00,,,,,2015-05-17T21:18:19.387,Joh. Georg,,,,,
2139,2594,FR,2594,,,,Leupin,m,1907-03-17T00:00:00,1986-04-26T00:00:00,,,,,2015-05-17T21:18:19.387,Kurt,,,,,
2140,2595,FR,2595,,,,Leutenegger,m,1918-07-06T00:00:00,1977-02-20T00:00:00,,,,,2015-05-17T21:18:19.387,Werner F.,,,,,
2141,2596,FR,2596,,,,Lieb,m,1898-01-13T00:00:00,1989-12-05T00:00:00,,,,,2015-05-17T21:18:19.387,Ernst,,,,,
2142,2597,FR,2597,,,,Liechti,m,1850-12-12T00:00:00,1921-03-03T00:00:00,,,,,2015-05-17T21:18:19.387,Hermann,,,,,
2143,2598,FR,2598,,,,Lienhard,m,1851-12-26T00:00:00,1905-09-10T00:00:00,,,,,2015-05-17T21:18:19.387,Hermann,,,,,
2144,2599,FR,2599,,,,Lissignol,m,1820-01-25T00:00:00,1886-03-29T00:00:00,,,,,2015-05-17T21:18:19.387,A.-Théodore,,,,,
2145,2600,FR,2600,,,,Locher,m,1856-01-12T00:00:00,1917-11-07T00:00:00,,,,,2015-05-17T21:18:19.387,Albert-A.,,,,,
2146,2601,FR,2601,,,,Locher,m,1897-11-07T00:00:00,1967-09-03T00:00:00,,,,,2015-05-17T21:18:19.387,Armin,,,,,
2147,2602,FR,2602,,,,Locher,m,1849-01-07T00:00:00,1914-07-05T00:00:00,,,,,2015-05-17T21:18:19.387,Joh. Albert,,,,,
2148,2603,FR,2603,,,,Locher,m,1910-04-09T00:00:00,1985-03-13T00:00:00,,,,,2015-05-17T21:18:19.387,Otto,,,,,
2149,2604,FR,2604,,,,Logoz,m,1888-03-27T00:00:00,1973-06-30T00:00:00,,,,,2015-05-17T21:18:19.387,Paul,,,,,
2150,2605,FR,2605,,,,Lohner,m,1809-02-24T00:00:00,1854-02-27T00:00:00,,,,,2015-05-17T21:18:19.387,Albert R. S.,,,,,
2151,2606,FR,2606,,,,Lohner,m,1865-04-15T00:00:00,1959-02-24T00:00:00,,,,,2015-05-17T21:18:19.387,Emil,,,,,
2152,2607,FR,2607,,,,Löpfe,m,1878-02-05T00:00:00,1970-11-08T00:00:00,,,,,2015-05-17T21:18:19.387,Ernst,,,,,
